q            I(q)            Is_stddev
0.013090184779101342            612753.4375            72213.68882478404
0.014090184779101341            68083.7109375            55590.12105288436
0.015090184779101342            0.0            0.0
0.016090184779101343            0.0            0.0
0.017090184779101344            0.0            0.0
0.018090184779101345            0.0            0.0
0.019090184779101346            0.0            0.0
0.020090184779101346            0.0            0.0
0.021090184779101347            23210.357421875            22676.714431388493
0.022090184779101348            0.0            0.0
0.02309018477910135            0.0            0.0
0.02409018477910135            0.0            0.0
0.02509018477910135            0.0            0.0
0.026090184779101352            0.0            0.0
0.027090184779101353            0.0            0.0
0.028090184779101354            0.0            0.0
0.029090184779101354            72946.8359375            67535.64875986103
0.030090184779101355            714879.0            72213.67777624058
0.031090184779101356            459565.0625            36106.83888812029
0.032090184779101354            357439.5            36106.83888812029
0.033090184779101355            638284.8125            141578.421875
0.034090184779101355            374460.40625            147077.6355905886
0.035090184779101356            476586.0            27795.056015893202
0.03609018477910136            408502.28125            72213.67777624058
0.03709018477910136            612753.4375            0.0
0.03809018477910136            612753.4375            144427.36330646134
0.03909018477910136            765941.75            108320.51666436087
0.04009018477910136            714879.0            72213.67777624058
0.04109018477910136            663816.25            36106.83888812029
0.04209018477910136            238293.0            145758.52013747487
0.04309018477910136            0.0            0.0
0.044090184779101364            32250.181640625            31390.022864090115
0.045090184779101365            0.0            0.0
0.046090184779101366            19766.240234375            19444.812272455936
0.04709018477910137            38642.109375            21504.86841479357
0.04809018477910137            29178.734375            20135.240632225592
0.04909018477910137            42552.3203125            26028.898692226845
0.05009018477910137            0.0            0.0
0.05109018477910137            0.0            0.0
0.05209018477910137            0.0            0.0
0.05309018477910137            10045.138671875            9962.460601935558
0.05409018477910137            17020.927734375            11902.250941455623
0.055090184779101374            12945.4951171875            12854.005251875682
0.056090184779101375            0.0            0.0
0.057090184779101376            9883.1201171875            9803.094162474064
0.05809018477910138            31156.953125            22866.026373570177
0.05909018477910138            32887.89453125            25373.586851164888
0.06009018477910138            41606.71484375            23999.579557960602
0.06109018477910138            14017.2353515625            13879.130947577663
0.06209018477910138            27094.5390625            26816.63839285714
0.06309018477910137            0.0            0.0
0.06409018477910138            18382.6015625            12817.471610923403
0.06509018477910138            11347.28515625            11220.49710621362
0.06609018477910138            0.0            0.0
0.06709018477910138            0.0            0.0
0.06809018477910138            0.0            0.0
0.06909018477910138            11605.1787109375            11472.543172323289
0.07009018477910138            41778.640625            28862.745860149644
0.07109018477910138            22978.25390625            22689.20633258991
0.07209018477910138            26747.171875            26426.83797194281
0.07309018477910138            0.0            0.0
0.07409018477910138            0.0            0.0
0.07509018477910138            48509.6484375            28427.690310791164
0.07609018477910139            29890.412109375            21784.458426489004
0.07709018477910139            0.0            0.0
0.07809018477910139            74041.0390625            38038.7760980467
0.07909018477910139            11040.6025390625            10890.383581068761
0.08009018477910139            18330.23046875            13792.761126118938
0.08109018477910139            53750.30078125            30104.2098098248
0.08209018477910139            30361.65625            20971.645436936997
0.08309018477910139            28368.21484375            19902.727864583332
0.08409018477910139            21500.119140625            15277.71054428545
0.0850901847791014            0.0            0.0
0.0860901847791014            9011.080078125            8877.574016175853
0.0870901847791014            0.0            0.0
0.0880901847791014            35014.48046875            25418.29680941406
0.0890901847791014            45389.140625            31190.705729166668
0.0900901847791014            39715.5            28446.90625
0.0910901847791014            53899.60546875            37524.643229166664
0.0920901847791014            0.0            0.0
0.0930901847791014            18568.28515625            18284.78378607315
0.0940901847791014            29178.734375            28652.94632774701
0.0950901847791014            94466.15625            36176.7306610921
0.0960901847791014            17507.240234375            17255.32557963833
0.0970901847791014            42552.3203125            29854.096354166668
0.0980901847791014            15473.5712890625            15237.320501718466
0.0990901847791014            40850.23046875            29520.39443317522
0.10009018477910141            74892.0859375            35026.18716286676
0.10109018477910141            56437.81640625            29853.770352115363
0.10209018477910141            115218.5859375            48025.44073303428
0.10309018477910141            112338.125            34782.717141018955
0.10409018477910141            155619.90625            46675.6012664284
0.10509018477910141            213535.296875            56455.88869277419
0.10609018477910141            233055.796875            55295.18885971795
0.10709018477910141            183826.015625            47669.405546956375
0.10809018477910141            231910.125            52783.71160533315
0.10909018477910142            233112.71875            51749.592451747485
0.11009018477910142            286352.09375            52142.48328971623
0.11109018477910142            259569.171875            48326.24276766282
0.11209018477910142            313941.5625            51782.80852452664
0.11309018477910142            327506.125            50221.522284521
0.11409018477910142            369085.40625            58153.87873923024
0.11509018477910142            339799.625            55770.09073040265
0.11609018477910142            355737.375            50806.35631126256
0.11709018477910142            362381.0625            48005.09947387347
0.11809018477910142            392790.6875            49297.00446923524
0.11909018477910142            342039.5625            46087.6885858692
0.12009018477910142            380500.09375            49862.12708090201
0.12109018477910143            426941.625            47862.75060754178
0.12209018477910143            386118.59375            45815.12797375913
0.12309018477910143            430703.5            48182.00740816996
0.12409018477910143            424627.40625            44690.901882153776
0.12509018477910142            449352.5            47236.527243505916
0.12609018477910142            507975.21875            51605.88963764237
0.12709018477910142            485411.71875            48521.70486111111
0.12809018477910142            417551.40625            42333.25702428097
0.12909018477910142            452270.375            41914.842282130805
0.13009018477910142            482775.46875            43815.575451830846
0.13109018477910142            474945.4375            42780.48998592307
0.13209018477910142            492866.96875            40165.44413385547
0.13309018477910142            452756.71875            38914.73524501142
0.13409018477910142            478436.09375            40663.05726692724
0.13509018477910142            471927.625            36046.50540175999
0.13609018477910143            491549.4375            40429.7516473935
0.13709018477910143            457480.84375            34127.05354295922
0.13809018477910143            542984.5            38527.933289667366
0.13909018477910143            497862.15625            38363.51923981829
0.14009018477910143            517705.90625            38136.56028682802
0.14109018477910143            573848.4375            39156.58452101731
0.14209018477910143            540373.1875            39750.320014019606
0.14309018477910143            542542.0625            37129.31343043443
0.14409018477910143            550915.9375            35825.076680534126
0.14509018477910143            525079.5625            36111.68900385127
0.14609018477910143            552525.5625            35070.48654681181
0.14709018477910143            539672.75            38859.335657793374
0.14809018477910144            558582.5            34856.81700436355
0.14909018477910144            600320.75            38712.14448500962
0.15009018477910144            496661.9375            34095.66162227993
0.15109018477910144            577838.6875            34852.74938541227
0.15209018477910144            583104.125            34782.05409389237
0.15309018477910144            575084.1875            36376.5780833045
0.15409018477910144            591041.625            32932.97513694224
0.15509018477910144            623290.1875            35733.3681341175
0.15609018477910144            632393.0            36035.77602668246
0.15709018477910144            586829.25            37696.633389781084
0.15809018477910144            621764.5            35942.02499514193
0.15909018477910145            617933.6875            33413.82460548148
0.16009018477910145            644622.4375            36013.33209583104
0.16109018477910145            629396.125            35307.82675167139
0.16209018477910145            611304.875            32358.81120263813
0.16309018477910145            632890.8125            33736.86599658805
0.16409018477910145            655062.625            35241.48509551792
0.16509018477910145            624327.6875            32101.11676591749
0.16609018477910145            631014.375            31593.813601519003
0.16709018477910145            657184.625            33236.14800565271
0.16809018477910145            643522.0625            30795.328625296894
0.16909018477910145            693930.125            32794.270919305876
0.17009018477910146            636369.9375            30879.026189718144
0.17109018477910146            633178.5            30421.48661129195
0.17209018477910146            668398.75            30232.448140643173
0.17309018477910146            618160.0625            29149.901715483367
0.17409018477910146            658894.5            29511.787305796854
0.17509018477910146            673542.4375            31189.430156441522
0.17609018477910146            646017.1875            27953.376018640654
0.17709018477910146            637383.6875            29375.51645078077
0.17809018477910146            626409.75            28013.10335494958
0.17909018477910146            693886.5            28466.73389353134
0.18009018477910146            673100.375            29097.225108378585
0.18109018477910147            711455.8125            30414.320477286015
0.18209018477910147            692677.75            30396.73504723845
0.18309018477910147            754960.5            32176.870036640277
0.18409018477910147            705500.0625            29596.0625
0.18509018477910147            779679.4375            32678.715206210796
0.18609018477910147            752841.9375            31842.537593437486
0.18709018477910147            694351.1875            27329.486020417546
0.18809018477910147            719934.75            29216.230620969513
0.18909018477910147            745213.3125            28213.362258072844
0.19009018477910147            708782.0            28249.310131436767
0.19109018477910147            756613.0            28990.20751661585
0.19209018477910147            707584.3125            27518.261859064565
0.19309018477910148            742731.4375            27387.576038520492
0.19409018477910148            720153.0625            25786.145665956734
0.19509018477910148            746084.0            26845.22323560265
0.19609018477910148            748770.25            26611.693049937705
0.19709018477910148            732203.9375            26331.187242920165
0.19809018477910148            743799.5            26832.401048136508
0.19909018477910148            729924.3125            25823.37626743739
0.20009018477910148            726178.0            24893.037004666498
0.20109018477910148            722734.75            25622.119537241237
0.20209018477910148            740300.75            25510.69195939091
0.20309018477910148            748341.375            24819.517592308148
0.20409018477910149            725398.375            24252.0064794798
0.2050901847791015            754061.875            26157.88656183888
0.2060901847791015            755391.625            24772.598177742046
0.2070901847791015            751826.875            25220.8491753505
0.2080901847791015            788590.5625            25424.240752378464
0.2090901847791015            765731.6875            25504.34991171842
0.2100901847791015            788444.0            26497.91049160569
0.2110901847791015            808531.3125            27336.574528859786
0.2120901847791015            822264.25            27912.225104607896
0.2130901847791015            799679.6875            29432.495045985746
0.2140901847791015            838854.625            30548.83032701053
0.2150901847791015            845712.6875            30910.597267202444
0.2160901847791015            854054.75            33154.03378516156
0.2170901847791015            860286.3125            34108.765330386814
0.2180901847791015            900199.5            39607.0042706787
0.2190901847791015            920089.0625            40462.74436907634
0.2200901847791015            954328.75            44784.36519066294
0.2210901847791015            1018222.25            53399.09590884005
0.2220901847791015            1090501.75            66252.86650166671
0.2230901847791015            1165252.75            73750.60530107122
0.2240901847791015            1241846.875            91718.30793529072
0.2250901847791015            1302230.75            115989.10195692335
0.2260901847791015            1177570.25            101475.92857142857
0.2270901847791015            1060412.625            79681.38117675004
0.2280901847791015            911233.8125            71309.74472667412
0.2290901847791015            967533.3125            77533.774940756
0.2300901847791015            790929.875            63549.310808994655
0.2310901847791015            757476.8125            52187.0965819899
0.2320901847791015            697587.875            46314.3286209726
0.2330901847791015            644771.125            41324.22204930081
0.2340901847791015            626370.1875            39188.40499562059
0.2350901847791015            627739.1875            39703.24367436878
0.23609018477910151            642256.375            41269.574022454035
0.23709018477910151            694224.375            46194.79976693288
0.23809018477910152            717226.6875            48084.8464469719
0.23909018477910152            731995.0            50397.79183179507
0.24009018477910152            721225.75            49359.04908680069
0.24109018477910152            765941.8125            52145.87824433024
0.24209018477910152            771949.1875            54445.32021535949
0.24309018477910152            779814.3125            57142.53863533815
0.24409018477910152            781560.9375            53558.5457081918
0.24509018477910152            744844.0            49675.77586833705
0.24609018477910152            722004.0            46650.89007183065
0.24709018477910152            740559.75            51153.29457157581
0.24809018477910152            752504.25            52166.85806331041
0.24909018477910153            687845.75            41538.320475199645
0.2500901847791015            671369.875            39733.49038461538
0.2510901847791015            677286.75            39921.35813325387
0.2520901847791015            682121.6875            38797.43176102733
0.2530901847791015            708651.8125            36285.69734235718
0.2540901847791015            736580.625            35519.703243427146
0.2550901847791015            708247.4375            36679.92309749863
0.2560901847791015            784039.875            36486.897308035834
0.2570901847791015            718936.875            35154.514485805004
0.2580901847791015            708247.5            35732.5094841037
0.2590901847791015            717099.125            37038.52013645543
0.2600901847791015            682664.875            32120.450259910045
0.2610901847791015            724671.875            36445.102063862745
0.2620901847791015            694168.25            32469.91574205279
0.2630901847791015            725666.9375            38471.278088132225
0.2640901847791015            676861.4375            36290.20581390409
0.2650901847791015            701057.5            39059.654136033634
0.2660901847791015            691311.5625            41099.32249761084
0.2670901847791015            668321.75            35791.04996724327
0.2680901847791015            661867.25            34695.47067130408
0.2690901847791015            683212.125            38651.04090160634
0.2700901847791015            654712.0            38026.79570620331
0.2710901847791015            707753.9375            39380.1422971346
0.2720901847791015            669588.5            40485.48887884023
0.2730901847791015            635535.25            36750.85787466134
0.2740901847791015            724762.125            39693.77080240978
0.2750901847791015            727036.8125            41544.32352611109
0.2760901847791015            701420.5625            39207.78302658502
0.2770901847791015            701374.75            41877.713068181816
0.2780901847791015            719134.25            46229.85207663493
0.2790901847791015            702226.1875            45961.32862210587
0.2800901847791015            696087.875            38639.80528293582
0.2810901847791015            663018.375            39716.820641995684
0.2820901847791015            627821.0625            36385.65712108732
0.28309018477910153            671704.0            36664.73042264461
0.28409018477910153            687479.4375            38013.70427448251
0.28509018477910153            665148.25            40818.655362359335
0.28609018477910153            626868.3125            36025.84676756578
0.28709018477910153            700989.875            37730.119723074444
0.28809018477910153            655711.0            36560.725419940274
0.28909018477910153            658953.125            36780.25269045863
0.29009018477910153            644242.125            37615.78518209134
0.29109018477910154            665961.6875            40885.7069068317
0.29209018477910154            598699.4375            38390.61139229184
0.29309018477910154            644825.875            36596.17613636364
0.29409018477910154            617694.9375            36141.671842900745
0.29509018477910154            675261.3125            41346.07386203228
0.29609018477910154            677156.875            36267.436764096245
0.29709018477910154            673828.5            29165.22287950585
0.29809018477910154            747129.125            35597.57254289338
0.29909018477910154            726617.5625            32675.65151638937
0.30009018477910154            820099.3125            31943.90520891988
0.30109018477910154            797654.375            30416.96218386875
0.30209018477910154            769626.75            28135.1660848902
0.30309018477910155            775516.0            30223.30986202994
0.30409018477910155            795042.0            26981.230339910075
0.30509018477910155            757061.3125            31831.930997348663
0.30609018477910155            758483.125            37355.22628962214
0.30709018477910155            765426.0            29946.634388316495
0.30809018477910155            734478.875            30970.4035958576
0.30909018477910155            677363.5            27468.228984525504
0.31009018477910155            730197.8125            28019.46875
0.31109018477910155            692994.9375            24316.85135619592
0.31209018477910155            684458.6875            27691.694315297922
0.31309018477910155            666448.3125            28096.960512470283
0.31409018477910156            662299.5625            23739.884911967718
0.31509018477910156            696040.125            25501.197738203275
0.31609018477910156            678834.6875            24875.99036124091
0.31709018477910156            692633.8125            28152.839091399994
0.31809018477910156            670388.6875            23427.838139626645
0.31909018477910156            668554.0            24466.745773916562
0.32009018477910156            682782.375            24034.42582579215
0.32109018477910156            660870.3125            23688.10801331759
0.32209018477910156            686672.8125            25119.15248046922
0.32309018477910156            704077.25            25338.73631843848
0.32409018477910156            626370.125            23426.59256473161
0.32509018477910157            663310.625            27117.66458852991
0.32609018477910157            654181.6875            23942.361929229995
0.32709018477910157            676341.0625            21171.89648812533
0.32809018477910157            671780.125            23787.50055499235
0.32909018477910157            672083.5            27156.295087745635
0.33009018477910157            685419.6875            29086.177054164604
